Customer_ID,Age,Income,Spending_Score,Purchase_Frequency,Satisfaction_Score,Gender,Education_Level,Marital_Status,Employment_Status,Loyalty_Tier,Region,Online_Shopping_Frequency,Product_Category,Avg_Discount_Avail,Store_Visits_Per_Month,Customer_Rating,Credit_Score,Days_Since_Last_Purchase,Dependents
20.0,41.0,36585.43936,51.41875570550104,48.0,2.0,Female,PhD,,Retired,,North,19.0,Home,45.36473352,0.0,3.042106905,370.526471,150.0,3.0
21.0,61.0,56890.86775,55.82642183,39.0,2.0,Male,Master's,Single,Unemployed,Silver,West,28.0,Groceries,22.76603458,12.0,9.363525865,445.8494813,132.0,1.0
22.0,47.0,67200.69853,31.24690676,28.0,1.0,Male,Master's,Single,Employed,Silver,North,15.0,Groceries,47.89959192,6.0,7.456910058,759.3850513,326.0,0.0
23.0,55.0,103969.2414,40.30117019,41.0,4.0,Male,High School,Married,Retired,Silver,West,11.0,Groceries,26.83093585,12.0,,479.9003283,184.0,3.0
24.0,19.0,94201.17961,45.27305151,35.0,5.0,Female,PhD,Single,Unemployed,Bronze,West,16.0,Electronics,48.82012254,4.0,2.813153462,568.4330859,133.0,2.0
25.0,38.0,66292.57437,60.458839,47.0,3.0,Female,Bachelor's,Married,Unemployed,Platinum,West,4.0,Groceries,5.368924451,4.0,3.107749831,817.6271843,176.0,3.0
26.0,43.0,87809.97610992633,51.41875570550104,47.0,4.0,,,,,,,28.0,,27.155004604208422,3.0,,575.6355494953684,175.93684210526317,1.0
27.0,29.0,98750.72652,92.01980535,18.0,4.0,Female,Bachelor's,Divorced,Employed,Bronze,North,24.0,Fashion,46.90042034,0.0,2.548898674,514.2943095,240.0,4.0
28.0,39.0,50839.48293,50.19938481,14.0,4.0,Male,High School,Single,Employed,Gold,East,12.0,Electronics,48.24594211,7.0,3.748885234,633.5517765,76.0,4.0
29.0,61.0,33231.72144,99.22364347,35.0,4.0,Male,High School,Married,Retired,Silver,South,7.0,Home,5.588444038,11.0,3.893162302,715.4364112,203.0,1.0
30.0,42.0,39871.68809,85.29107082,44.0,1.0,Female,PhD,Married,Unemployed,Platinum,North,23.0,Home,12.72653764,13.0,2.436669399,795.9093627,3.0,0.0
31.0,66.0,51974.50469,21.64254092,41.0,1.0,Female,High School,Divorced,Unemployed,Gold,West,4.0,,34.41940264,9.0,2.846645501,803.5101432,327.0,3.0
32.0,44.0,40888.57852,93.12892625,7.0,1.0,Female,High School,Married,Unemployed,Platinum,East,11.0,Home,6.146271128,14.0,8.096966578,727.1520409,164.0,4.0
33.0,59.0,44253.71313,12.52027339,47.0,3.0,Female,Bachelor's,Single,Employed,Platinum,East,8.0,Home,7.862404828,4.0,2.504762691,425.5819601,127.0,0.0
34.0,45.0,285311.8597,81.92752114,13.0,3.0,Male,High School,Single,Unemployed,Silver,,2.0,Home,14.94854932,3.0,1.256116527,313.6451315,44.0,1.0
35.0,33.0,42538.56739,38.68170605,18.0,3.0,Female,High School,Divorced,Retired,Bronze,North,2.0,Groceries,28.05978959,9.0,6.664194484,511.0756617,217.0,0.0
36.0,32.0,136579.5052,87.91945772,37.0,3.0,Female,Master's,Married,Employed,Silver,West,0.0,Home,29.56561517,14.0,9.783848075,377.851868,234.0,1.0
37.0,64.0,30430.38694,86.93761232,13.0,2.0,Female,High School,Divorced,Employed,Silver,West,24.0,Groceries,6.541750526,9.0,3.980924332,690.7132061,135.0,3.0
38.0,68.0,88186.48064,80.78661461,36.0,4.0,Female,Master's,Single,Employed,Gold,,21.0,Fashion,12.66652629,4.0,2.067901329,663.6218228,167.0,0.0
39.0,43.0,73351.58751,79.21301319,31.0,4.0,Female,High School,Divorced,Employed,Silver,West,17.0,Fashion,27.155004604208422,11.0,6.133485928,324.1844029,236.0,3.0
40.0,69.0,87809.97610992633,31.16323477,2.0,1.0,Female,High School,Married,Retired,Bronze,East,23.0,Home,31.72732794,6.0,9.1571879,760.1265785,92.0,0.0
41.0,20.0,34565.05728,9.011009022,16.0,2.0,Female,PhD,Divorced,Unemployed,Platinum,South,28.0,Fashion,11.67807634,3.0,8.056556018,436.8087965,4.0,1.0
42.0,54.0,71721.22788,40.8950377,9.0,4.0,Male,PhD,Married,Retired,Silver,South,8.0,Groceries,22.94786354,2.0,6.602642816,537.7248915,155.0,1.0
43.0,68.0,146031.1563,18.17892698,9.0,3.0,Male,Master's,Married,Unemployed,Platinum,South,8.0,Fashion,45.69806464,1.0,3.835508469,667.3635545,244.0,0.0
44.0,43.0,87809.97610992633,51.41875570550104,47.0,4.0,,,,,,,28.0,,27.155004604208422,3.0,,575.6355494953684,175.93684210526317,1.0
45.0,43.0,126219.3692,35.26387293,11.0,2.0,Male,Bachelor's,Single,Employed,Platinum,,17.0,Groceries,49.42465047,3.0,1.821203572,542.7082915,80.0,1.0
46.0,26.0,53527.36752,97.58540989,22.0,3.0,Male,PhD,Single,Employed,Silver,,28.0,Electronics,44.67535296,8.0,7.110508819,336.0953974,246.0,2.0
47.0,43.0,42215.38636,64.45623566,33.0,2.0,Male,Bachelor's,Married,Retired,Gold,North,6.0,Groceries,22.75970396,9.0,7.52586417,520.7939521,342.0,3.0
48.0,35.0,106923.6186,82.4255758,36.0,2.0,Female,PhD,Divorced,Retired,Platinum,North,26.0,Fashion,35.89584314,3.0,9.685284606,720.6663413,136.0,2.0
49.0,21.0,140818.8786,14.1199426,45.0,3.0,Female,PhD,Married,Unemployed,Silver,South,3.0,Electronics,23.74665025,10.0,3.343576229,803.3469855,62.0,2.0
50.0,42.0,92379.17609,86.33943374,23.0,3.0,Male,High School,Single,Retired,,South,12.0,Groceries,34.18371621,2.0,1.166107771,527.4234254,306.0,1.0
51.0,43.0,87809.97610992633,51.41875570550104,47.0,4.0,,,,,,,28.0,,27.155004604208422,3.0,,575.6355494953684,175.93684210526317,1.0
52.0,67.0,56397.28218,49.21912996,45.0,4.0,Male,Bachelor's,Divorced,Unemployed,Gold,South,23.0,Electronics,32.27910141,7.0,7.36111454,686.4449085,112.0,4.0
53.0,26.0,120034.0813,61.01904084,34.0,3.0,Female,,Single,Unemployed,Gold,East,1.0,Electronics,28.56913234,5.0,8.113667283,818.5246006,30.0,4.0
54.0,43.0,44315.68731,76.71617029,9.0,4.0,Female,Master's,Single,Unemployed,Platinum,South,13.0,Groceries,6.101611962,3.0,2.743650397,446.8835171,6.0,1.0
55.0,19.0,62078.30073,18.3090241,24.0,2.0,Female,High School,Single,Retired,Platinum,South,2.0,Fashion,27.155004604208422,13.0,3.355775821,542.0793136,2.0,3.0
56.0,37.0,75306.73702,50.75404157,8.0,3.0,Female,High School,Divorced,Unemployed,Gold,West,4.0,Groceries,5.535402451,9.0,5.613318327,737.785284,306.0,3.0
57.0,43.0,85989.34923,40.46763975,7.0,4.0,Female,Master's,,Employed,Bronze,South,13.0,Fashion,18.1920174,12.0,3.97540729,575.6355494953684,242.0,2.0
58.0,43.0,51513.26521,15.49102522,36.0,3.0,,Master's,Single,Employed,Bronze,South,2.0,,5.266582945,11.0,8.744603379,360.8224892,55.0,3.0
59.0,24.0,34928.78722,37.38590781,18.0,3.0,Male,Master's,Divorced,Employed,Silver,East,22.0,Groceries,21.9290636,10.0,5.263841384,645.2530046,72.0,2.0
60.0,61.0,99380.60552,7.749058629,3.0,2.0,Male,PhD,Single,Retired,Bronze,East,6.0,Groceries,7.842223767,0.0,8.196207797,402.7104565,9.0,3.0
61.0,25.0,57521.97192,3.555378788,28.0,3.0,Female,High School,Divorced,Employed,Silver,West,29.0,Fashion,46.10799351,3.0,6.225577844,580.6187637,60.0,0.0
62.0,64.0,95560.96878,14.38146263,6.0,4.0,Male,Master's,Single,Retired,Platinum,South,17.0,Groceries,23.70556828,5.0,7.957811275,591.0067972,49.0,0.0
63.0,52.0,40067.15299,51.41875570550104,44.0,4.0,Female,PhD,Divorced,Retired,Platinum,South,12.0,Electronics,25.67730987,12.0,3.994056879,781.9118492,121.0,3.0
64.0,31.0,82548.21324,55.40342405,44.0,4.0,Male,,Single,Employed,Bronze,East,28.0,Groceries,20.74326062,2.0,8.482749597,554.3718507,174.0,1.0
65.0,34.0,89236.62623,96.61639395,21.0,4.0,Female,Bachelor's,Married,Unemployed,Platinum,North,22.0,Electronics,33.23777694,2.0,3.47115084,453.6933322,0.0,2.0
66.0,53.0,26737.05979,43.81728995,28.0,3.0,Male,Bachelor's,Single,Retired,Gold,North,26.0,Home,27.155004604208422,5.0,5.914889272,427.0314915,37.0,3.0
67.0,67.0,63758.55617,31.86979718,40.0,3.0,Female,High School,Divorced,Employed,Gold,North,21.0,Home,34.16660344,12.0,2.926064019,780.8385322,189.0,2.0
68.0,57.0,37473.908,51.10804442,1.0,2.0,Male,PhD,,,Bronze,East,9.0,Fashion,38.66932033,3.0,5.279738695,394.0559699,78.0,4.0
69.0,21.0,28238.74616,44.51165717,36.0,3.0,Female,Bachelor's,Married,Unemployed,Bronze,East,28.0,Fashion,45.76881486,12.0,3.863576886,534.2277085,344.0,3.0
70.0,19.0,148694.8302,11.46080374,21.0,3.0,Male,Bachelor's,Single,Unemployed,,North,12.0,Home,43.85959393,10.0,3.400330876,402.9452132,337.0,1.0
71.0,23.0,61905.99985,64.44180515,43.0,5.0,Female,PhD,Divorced,Employed,Platinum,North,15.0,,35.33263037,9.0,9.702865162,725.3172221,189.0,4.0
72.0,59.0,125283.678,22.38778007,35.0,3.0,Female,Master's,Divorced,Retired,Silver,South,8.0,Groceries,14.65870833,5.0,2.440666949,560.904952,183.0,3.0
73.0,21.0,53103.28512,62.33920753,13.0,3.0,Female,PhD,Married,Retired,Silver,East,1.0,Groceries,33.6966283,4.0,8.085932537,493.1290298,66.0,0.0
74.0,46.0,108595.3539,65.36990815,49.0,3.0,Male,Master's,Divorced,Retired,Gold,East,22.0,Home,27.77373931,3.0,9.857484635,498.6048023,16.0,3.0
75.0,35.0,118829.6218,16.05046046,10.0,4.0,Male,Bachelor's,Single,Retired,Gold,North,4.0,Electronics,37.2748654,7.0,1.179113354,768.7178137,315.0,0.0
76.0,43.0,97433.03628,7.073613084,44.0,4.0,Male,Bachelor's,Single,Employed,Gold,North,28.0,Fashion,42.48192418,1.0,7.291246726,604.5756749,295.0,0.0
77.0,61.0,81304.90451,78.29539702,47.0,2.0,Female,Bachelor's,Single,Unemployed,Gold,West,21.0,Electronics,38.42246737,14.0,3.27620625,694.8273181,208.0,3.0
78.0,51.0,73539.31884,46.52024195,10.0,3.0,Male,High School,Divorced,Employed,Silver,East,16.0,Home,43.09525265,11.0,1.364390419,793.3711839,344.0,3.0
79.0,43.0,65352.87465,6.758215755,46.0,4.0,Female,High School,Single,Retired,Gold,West,22.0,Electronics,27.155004604208422,13.0,4.626006211,795.9579218,40.0,0.0
80.0,53.0,140838.7888,99.4917654,13.0,3.0,Male,High School,Single,Retired,Platinum,South,21.0,Groceries,6.422901721,10.0,9.416960292,575.6355494953684,114.0,2.0
81.0,31.0,127980.523,6.720275539,37.0,2.0,Male,PhD,Single,Unemployed,Gold,West,3.0,Groceries,16.63252555,6.0,1.105885849,823.8481947,175.93684210526317,4.0
82.0,48.0,145453.4984,69.80848766,38.0,4.0,Male,Bachelor's,Married,Retired,Gold,North,16.0,Electronics,45.52997378,3.0,6.290971227,313.6817351,344.0,1.0
83.0,65.0,36158.63905,98.3842136,24.0,4.0,Male,Bachelor's,Divorced,Employed,Gold,East,8.0,Home,42.06466629,1.0,5.512568307,507.2595586,348.0,3.0
84.0,32.0,115012.7718,24.67883032,2.0,1.0,Female,PhD,Divorced,Employed,Bronze,East,19.0,Electronics,35.7227284,14.0,8.860457479,792.6893716,138.0,4.0
85.0,25.0,141984.2594,15.0826875,22.0,4.0,Male,,Divorced,Unemployed,Platinum,West,1.0,Groceries,36.53414003,6.0,1.756015431,451.0502839,315.0,4.0
86.0,31.0,43560.2986,13.017109,17.0,4.0,Male,PhD,,Employed,Platinum,West,23.0,,37.70017112,12.0,7.133734269,450.1947977,323.0,2.0
87.0,40.0,28644.51476,31.02423961,36.0,4.0,Female,High School,Divorced,Employed,Silver,South,17.0,,47.41712152,0.0,7.120987286,466.4422568,333.0,4.0
88.0,57.0,116345.6844,11.00353529,14.0,5.0,Female,Bachelor's,,Employed,Silver,South,20.0,Electronics,42.44860185,3.0,7.021720152,636.7723617,301.0,3.0
89.0,38.0,94681.50471,69.52397283,10.0,4.0,Male,Master's,Married,Employed,Gold,North,26.0,Groceries,33.05256742,8.0,9.481010454,541.0830266,293.0,4.0
90.0,33.0,87809.97610992633,7.166888015,35.0,4.0,Male,High School,Divorced,Retired,Bronze,North,21.0,Groceries,34.95719459,13.0,8.407787761,699.70416,16.0,3.0
91.0,62.0,38170.40896,51.43279069,25.0,4.0,Female,Bachelor's,Single,Employed,Silver,North,10.0,Electronics,14.61831179,3.0,1.377754536,792.2008534,321.0,3.0
92.0,35.0,123384.7505,99.67298853,3.0,2.0,Female,Bachelor's,Single,Unemployed,Silver,West,12.0,Electronics,34.57934713,11.0,5.239745656,670.8096562,175.93684210526317,0.0
93.0,43.0,87809.97610992633,51.41875570550104,47.0,4.0,,,,,,,28.0,,27.155004604208422,3.0,,575.6355494953684,175.93684210526317,1.0
94.0,41.0,41275.27257,61.90672438,38.0,3.0,Male,Bachelor's,Divorced,Employed,Gold,East,26.0,Home,11.88328418,2.0,3.79132499,812.9750463,262.0,1.0
95.0,43.0,41354.55373,31.31910846,47.0,2.0,Male,Bachelor's,Married,Unemployed,Silver,,28.0,Home,41.28812687,9.0,5.062030526,445.4710803,15.0,0.0
96.0,42.0,125894.7136,62.76568779,12.0,3.0,Male,High School,Divorced,Employed,Silver,West,16.0,,27.96111949,9.0,4.457747664,382.4418624,13.0,1.0
97.0,62.0,106475.6387,53.17710493,24.0,5.0,Female,High School,Married,Unemployed,Platinum,East,11.0,Home,48.98412688,3.0,4.891005099,349.4820034,335.0,3.0
98.0,58.0,87998.50522,43.18225501,29.0,4.0,Female,Master's,Divorced,Unemployed,Bronze,North,28.0,Groceries,27.155004604208422,13.0,9.81335679,609.8610574,280.0,0.0
99.0,46.0,66647.96294,51.41875570550104,43.0,4.0,Female,Master's,Single,,Platinum,South,20.0,Electronics,26.63015505,3.0,1.797696773,362.5693544,360.0,4.0
100.0,32.0,134036.0703,88.77381731,25.0,4.0,Male,,Single,Employed,Silver,South,12.0,Electronics,25.15979546,2.0,9.300077829,575.6355494953684,3.0,4.0
101.0,62.0,71017.86396,45.52868023,36.0,4.0,Female,High School,Divorced,Retired,Platinum,West,28.0,Electronics,27.155004604208422,0.0,5.322130421,465.0167643,126.0,1.0
102.0,18.0,126157.9271,20.26762867,26.0,3.0,Male,Master's,Married,Employed,Platinum,East,8.0,Fashion,24.17518755,9.0,6.613680209,454.9091553,311.0,3.0
103.0,42.0,77087.53811,37.40817574,38.0,2.0,Female,Master's,Single,Employed,Silver,South,26.0,Home,17.93990554,3.0,8.4716467,632.3317307,5.0,1.0
104.0,24.0,345013.8791,41.9988455,1.0,3.0,Male,PhD,Married,Retired,Gold,East,29.0,Fashion,12.21442121,0.0,4.244167262,749.2099037,128.0,2.0
105.0,26.0,80148.37214,82.92625166,20.0,4.0,Male,Master's,Divorced,Employed,Silver,East,6.0,Groceries,17.69700128,2.0,4.873797173,718.7423109,231.0,4.0
106.0,41.0,59179.12364,73.62782368,28.0,3.0,,Bachelor's,Divorced,Employed,Gold,South,22.0,Home,15.49632611,13.0,4.685666323,444.3664501,312.0,0.0
107.0,18.0,117189.2194,77.16118447,16.0,4.0,Male,High School,Single,Retired,Silver,,23.0,Fashion,38.0333089,2.0,4.372579203,434.9207739,194.0,0.0
108.0,43.0,87809.97610992633,51.41875570550104,47.0,4.0,,,,,,,28.0,,27.155004604208422,3.0,,575.6355494953684,175.93684210526317,1.0
109.0,25.0,250938.2518,42.19924582,17.0,4.0,Male,PhD,Single,Employed,Silver,West,4.0,Fashion,32.78582366,14.0,8.460369021,304.5299329,320.0,4.0
110.0,43.0,87809.97610992633,51.41875570550104,47.0,4.0,,,,,,,28.0,,27.155004604208422,3.0,,575.6355494953684,175.93684210526317,1.0
111.0,28.0,69905.85878,2.900035405,28.0,4.0,Female,Master's,Single,Retired,Gold,North,29.0,Fashion,26.63255554,13.0,,409.8506855,276.0,4.0
112.0,68.0,90661.87194,26.72150767,12.0,5.0,Male,PhD,Single,Unemployed,Bronze,West,8.0,Fashion,27.155004604208422,4.0,4.850825634,821.0063777,157.0,4.0
113.0,34.0,137841.3744,76.26869249,27.0,4.0,Female,Master's,Married,Employed,Silver,South,5.0,Fashion,36.85463129,9.0,1.887916391,488.2690067,223.0,0.0
114.0,25.0,101150.9395,14.57386087,42.0,5.0,Male,High School,Single,Unemployed,Platinum,South,24.0,Electronics,38.65656431,2.0,6.571837857,542.1934756,288.0,4.0
115.0,52.0,35196.74529,53.99570301,47.0,5.0,Female,High School,,Unemployed,Bronze,South,18.0,,13.86200693,2.0,2.293224465,688.9163377,277.0,0.0
116.0,52.0,142178.1761,22.30498533,30.0,4.0,Female,High School,Divorced,Retired,Gold,South,15.0,Home,39.97830091,7.0,5.701359376,623.2179783,181.0,1.0
117.0,43.0,87809.97610992633,51.41875570550104,47.0,4.0,,,,,,,28.0,,27.155004604208422,3.0,,575.6355494953684,175.93684210526317,1.0
118.0,22.0,63537.72991,24.8789443,34.0,1.0,Female,Master's,Single,Employed,Bronze,North,1.0,Home,21.25698748,3.0,3.849367136,604.6070037,214.0,0.0
119.0,59.0,38105.36945,97.61150174,37.0,3.0,Male,Bachelor's,Married,Retired,Platinum,East,9.0,Electronics,14.60133806,2.0,7.094716513,701.8887864,216.0,1.0
120.0,56.0,123223.2746,80.35217408,6.0,3.0,Female,High School,Married,Unemployed,Bronze,,15.0,Electronics,22.32728056,10.0,5.356350462,323.2842202,208.0,2.0
121.0,58.0,100609.4583,95.99808779,7.0,2.0,Female,,Single,,Gold,North,4.0,Home,38.28235861,0.0,9.804425374,306.1596179,73.0,3.0
122.0,45.0,89349.94196,49.29755035,32.0,2.0,Male,Master's,Divorced,Employed,Bronze,West,28.0,Home,23.79375526,7.0,8.866934165,551.9368165,226.0,2.0
123.0,24.0,136206.0358,11.86388367,47.0,5.0,Male,Bachelor's,Married,Retired,Platinum,East,12.0,Home,38.14933439,14.0,4.231637011,372.5101398,92.0,0.0
124.0,26.0,122517.6375,55.24798941,25.0,5.0,Male,Master's,Single,Employed,Platinum,,12.0,Groceries,10.11040434,0.0,1.409378873,665.3893603,64.0,3.0
125.0,25.0,39717.73437,45.98335612,33.0,4.0,Male,PhD,Married,Unemployed,Gold,West,12.0,Home,41.27052697,6.0,8.610636701,575.6355494953684,320.0,1.0
126.0,29.0,87809.97610992633,84.59135119,7.0,3.0,Male,Bachelor's,Divorced,Employed,Platinum,East,14.0,Fashion,16.39433667,4.0,9.201108793,538.0681087,9.0,1.0
127.0,51.0,52303.58818,10.7101755,12.0,1.0,Male,High School,Divorced,,Silver,South,13.0,Groceries,16.20180445,3.0,8.385646541,408.7190153,302.0,0.0
128.0,50.0,87809.97610992633,49.33587257,16.0,1.0,Female,Bachelor's,Divorced,Unemployed,Platinum,South,7.0,Groceries,31.56714343,3.0,2.151549468,601.6659722,321.0,1.0
129.0,65.0,24359.21652,15.8548178,16.0,2.0,Male,Master's,Single,Employed,Silver,West,10.0,Electronics,8.155312059,7.0,9.98123621,363.8294027,304.0,3.0
130.0,40.0,94085.65903,33.14291676,43.0,1.0,Female,Master's,Single,Employed,Bronze,South,17.0,Fashion,6.183397701,10.0,3.327257994,312.708769,277.0,2.0
131.0,41.0,119119.6291,73.99835066,36.0,1.0,Male,Master's,Divorced,Unemployed,Silver,West,23.0,Electronics,16.74628994,3.0,7.517844215,328.122401,85.0,1.0
132.0,54.0,133979.5328,48.12579481,13.0,5.0,Female,Master's,Single,Retired,Silver,North,28.0,Electronics,29.21303978,12.0,9.172313887,575.6355494953684,25.0,2.0
133.0,52.0,64470.62733,38.21294023,7.0,4.0,Female,High School,Divorced,Employed,Bronze,North,25.0,Fashion,45.84273738,13.0,3.121184029,378.2574202,217.0,2.0
134.0,61.0,126763.4496,40.05315158,36.0,2.0,,Bachelor's,Single,Unemployed,Platinum,East,9.0,Electronics,43.08958293,5.0,9.174326992,689.6630392,94.0,0.0
135.0,57.0,34382.1258,46.48523007,47.0,2.0,Male,High School,Divorced,Unemployed,Silver,West,0.0,,27.0700907,13.0,3.785334213,337.3594123,243.0,3.0
136.0,39.0,130038.7979,78.71663784,9.0,3.0,Male,High School,Married,Retired,Platinum,East,28.0,Fashion,6.667339716,11.0,,359.4881937,106.0,0.0
137.0,44.0,36573.5261,89.31638421,32.0,1.0,Male,High School,Divorced,Employed,Bronze,East,4.0,Electronics,29.08637306,0.0,3.531340183,579.8819383,247.0,1.0
138.0,52.0,71647.34777,95.57813396,11.0,5.0,,Master's,Divorced,,Gold,North,12.0,Home,36.715802,13.0,9.580922423,555.6790116,13.0,2.0
139.0,18.0,123648.3976,78.90343524,8.0,4.0,Female,Master's,Single,Retired,Platinum,East,0.0,Electronics,20.26240396,9.0,1.481901858,823.3691702,160.0,1.0
140.0,52.0,39489.26556,32.22528268,33.0,3.0,Male,Master's,,Unemployed,Platinum,South,22.0,Groceries,9.997848648,7.0,7.383448105,819.6594992,70.0,3.0
141.0,54.0,49802.68138,69.1253359,23.0,3.0,Female,Bachelor's,Single,Employed,Gold,East,7.0,Electronics,17.53555789,12.0,5.789000205,728.7847534,151.0,3.0
142.0,64.0,113892.8339,44.32270928,47.0,4.0,Female,PhD,Single,Retired,Gold,West,2.0,Fashion,39.7214989,13.0,5.300893694,631.1560066,74.0,4.0
143.0,31.0,113604.7498,26.21239158,8.0,4.0,Male,Master's,Single,Unemployed,Bronze,South,2.0,Groceries,20.80597245,1.0,3.011448828,550.2281746,175.93684210526317,1.0
144.0,20.0,103349.1923,84.24628636,45.0,4.0,,Bachelor's,Single,Retired,Platinum,North,28.0,Fashion,41.53916708,5.0,7.350362108,495.8981939,50.0,0.0
145.0,18.0,110213.2978,4.804208547,22.0,4.0,Male,Master's,Married,Employed,Platinum,West,28.0,Home,19.37846533,8.0,2.717285423,820.8981508,142.0,1.0
146.0,22.0,90554.17764,90.27443722,4.0,2.0,Female,Master's,Divorced,Retired,Bronze,South,2.0,Home,12.35997673,0.0,5.975576164,631.5998463,175.93684210526317,2.0
147.0,43.0,52733.87766,46.686269,40.0,3.0,Male,High School,Divorced,Employed,Platinum,,14.0,Groceries,24.61317618,5.0,3.279208267,618.4898902,166.0,3.0
148.0,43.0,64940.47916,64.0829462,3.0,3.0,Female,High School,Divorced,Unemployed,Silver,South,7.0,Home,25.35235305,7.0,9.600592418,427.545617,235.0,3.0
149.0,56.0,43607.70318,66.2760383,29.0,4.0,Male,,Married,Employed,Silver,West,2.0,Home,5.724869835,9.0,1.257680745,325.6837998,259.0,1.0
150.0,44.0,87809.97610992633,89.61665633,41.0,3.0,Female,,,Unemployed,,West,28.0,Electronics,10.26702827,12.0,2.797554521,819.8537189,191.0,1.0
151.0,26.0,95840.93332,64.03029853,29.0,2.0,Male,PhD,Married,Unemployed,Platinum,South,29.0,Electronics,27.155004604208422,1.0,3.180795457,472.5543924,201.0,1.0
152.0,32.0,72110.68418,61.77942489,34.0,3.0,Male,PhD,Married,Employed,Silver,North,6.0,Home,10.11142928,4.0,4.726610432,543.4239628,261.0,2.0
153.0,32.0,80060.75447,7.598552016,34.0,4.0,Female,,Married,Unemployed,Silver,North,17.0,Home,20.36867339,3.0,3.094572177,575.6355494953684,184.0,2.0
154.0,43.0,143146.8341,52.32239417,28.0,3.0,Male,Master's,Divorced,Retired,Bronze,West,10.0,Electronics,48.4080285,4.0,5.422141812,760.3083815,157.0,0.0
155.0,59.0,39935.68241,15.86673108,13.0,3.0,Male,Bachelor's,Married,Unemployed,Bronze,West,10.0,Home,27.91501422,2.0,8.852189709,315.1975081,245.0,1.0
156.0,30.0,96209.87816,74.0059431,15.0,3.0,Male,Master's,Divorced,Employed,Gold,North,16.0,Home,33.24002107,3.0,7.408570793,758.6949192,109.0,0.0
